,index,Property_type,property_type,sector,society,price,area,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,rating,floor_Num,total_floors,super_built_up_area,carpet_area,Built_up_area,study room,servant room,store room,pooja room,others,Bed,Light,Chimney,Exhaust Fan,Fan,TV,Dining Table,Microwave,Wardrobe,Sofa,Modular Kitchen,Stove,Washing Machine,AC,Curtains,Water Purifier,Geyser,Fridge,furnishing_type,luxury_score,Green_area,Construction,Management,Amenities,Connectivity,Lifestyle,Environment,Safety
2598,2598,flat,3 BHK,sector 90,shree vardhman flora,0.96,1875.0,5120.0,Super Built up area 1875(174.19 sq.m.),3,4,3,3rd   of 13 Floors,North,New Property,[Green Area5 out of 5 Construction5 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity5 out of 5],3.0,13.0,1875.0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,5,5,4,5,5,,,
2599,2599,flat,3 BHK,sector 83,mapsko paradise,0.95,1508.0,6300.0,Carpet area: 1340 (124.49 sq.m.),3,3,3,1st   of 12 Floors,,Moderately Old,[Green Area5 out of 5 Amenities5 out of 5 Management5 out of 5 Construction4 out of 5 Connectivity5 out of 5],1.0,12.0,,1340.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,5,,,
2600,2600,flat,3 BHK,manesar,professional society,0.75,2445.0,3067.0,Carpet area: 2445 (227.15 sq.m.),3,4,3,3rd   of 12 Floors,East,Relatively New,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity4.5 out of 5 Safety4 out of 5],3.0,12.0,,2445.0,,0,1,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,,,,,4.5,4,4,4
2601,2601,flat,3 BHK,sector 77,emaar mgf palm hills,1.9,2000.0,9500.0,Super Built up area 2000(185.81 sq.m.)Carpet area: 1218.03 sq.ft. (113.16 sq.m.),3,4,3+,6th   of 13 Floors,South-West,New Property,[Green Area4 out of 5 Construction4.5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity4.5 out of 5],6.0,13.0,2000.0,1218.03,,0,1,0,0,0,0,35,1,1,7,0,0,0,4,0,1,1,0,0,0,0,4,0,1,42,4,4.5,5,5,4.5,,,
2602,2602,flat,3 BHK,sector 31,raheja teachers apartments,1.2,1650.0,7272.0,Super Built up area 1650(153.29 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),3,2,2,1st   of 6 Floors,East,Moderately Old,[Green Area4 out of 5 Construction1 out of 5 Management2 out of 5 Amenities2 out of 5 Connectivity4 out of 5],1.0,6.0,1650.0,1150.0,1450.0,0,0,0,0,1,0,20,1,1,5,0,1,1,13,0,1,1,0,4,7,1,2,0,2,105,4,1,2,2,4,,,
2603,2603,,house,sector 50,nirvana cedar crest,3.99,4500.0,8866.0,Plot area 4500(418.06 sq.m.),4,5,3+,4.0,North-East,New Property,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety5 out of 5],,,,,,0,1,0,1,0,0,9,0,0,0,0,0,0,4,0,1,0,0,1,4,0,4,0,1,112,,,,,5,5,5,5
2604,2604,,house,sector 43,ansal sushant lok plots,5.8,1935.0,29974.0,Plot area 215(179.77 sq.m.),6,6,3,2.0,South-West,Relatively New,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety5 out of 5],,,,,,0,1,0,0,1,0,18,1,1,5,0,0,0,6,0,1,0,0,0,0,0,5,0,1,49,,,,,5,5,5,5
2605,2605,flat,1 BHK,sector 2,ansal api celebrity suites,0.6,735.0,8163.0,Super Built up area 735(68.28 sq.m.),1,1,1,5th   of 15 Floors,North-East,Moderately Old,nan,5.0,15.0,735.0,,,0,0,0,0,0,0,7,0,1,2,0,0,0,1,0,1,0,0,2,0,0,1,0,1,88,,,,,,,,
2606,2606,,house,sector 50,independent,5.0,215517.0,232.0,Plot area 2(1011.71 sq.m.),6,5,3+,2.0,,New Property,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety4 out of 5],,,,,,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,,,,,5,5,5,4
2607,2607,flat,2 BHK,sector 107,m3m woodshire,1.15,1534.0,7496.0,Super Built up area 1534(142.51 sq.m.)Carpet area: 1056 sq.ft. (98.11 sq.m.),2,2,3,Ground of 14 Floors,North-East,Relatively New,[Green Area4.5 out of 5 Construction5 out of 5 Management4.5 out of 5 Amenities5 out of 5 Connectivity4 out of 5],0.0,14.0,1534.0,1056.0,,1,0,0,0,0,0,5,0,0,5,0,0,0,0,0,1,0,0,4,0,0,1,0,0,29,4.5,5,4.5,5,4,,,
2608,2608,flat,2 BHK,sohna road,mvn athens,0.25,481.0,5198.0,Built Up area: 481 (44.69 sq.m.),2,2,0,Ground of 19 Floors,,Relatively New,[Green Area4 out of 5 Construction4 out of 5 Management5 out of 5 Amenities4.5 out of 5 Connectivity4 out of 5],0.0,19.0,,,481.0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,37,4,4,5,4.5,4,,,
2609,2609,flat,1 BHK,sector 92,gls avenue 51,0.21,302.0,6953.0,Carpet area: 302 (28.06 sq.m.),1,1,1,Ground of 12 Floors,South-East,Relatively New,[Environment5 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety3 out of 5],0.0,12.0,,302.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,,,,,4,4,5,3
2610,2610,flat,4 BHK,sector 67,bestech park view spa next,2.7,2350.0,11489.0,Super Built up area 2350(218.32 sq.m.),4,4,3+,9th   of 14 Floors,South-West,Moderately Old,[Green Area5 out of 5 Construction4 out of 5 Management4.5 out of 5 Amenities5 out of 5 Connectivity5 out of 5],9.0,14.0,2350.0,,,0,1,0,1,0,0,10,1,1,5,0,0,0,4,0,1,1,0,4,1,0,4,0,1,149,5,4,4.5,5,5,,,
2611,2611,flat,2 BHK,sector 95,sidhartha ncr one phase,0.56,1364.0,4105.0,Super Built up area 1364(126.72 sq.m.),2,2,2,10th   of 17 Floors,,Relatively New,[Green Area4 out of 5 Amenities4 out of 5 Management4 out of 5 Construction4 out of 5 Connectivity4 out of 5],10.0,17.0,1364.0,,,0,0,0,0,0,0,8,0,1,4,0,0,0,2,0,1,0,0,0,0,0,2,0,1,60,4,4,4,4,4,,,
2612,2612,,house,sector 12,independent,2.75,2228.0,12343.0,Built Up area: 2228 (206.99 sq.m.),6,6,2,2.0,,undefined,[Environment3 out of 5 Lifestyle4 out of 5 Connectivity4.5 out of 5 Safety4 out of 5],,,,,2228.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4.5,4,3,4
2613,2613,flat,3 BHK,sector 39,city heights,1.75,2000.0,8750.0,Carpet area: 2000 (185.81 sq.m.),3,4,3,3rd   of 12 Floors,,Old Property,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety4 out of 5],3.0,12.0,,2000.0,,0,1,0,0,0,0,9,1,1,5,1,1,1,3,1,1,1,1,1,5,1,3,1,2,42,,,,,5,4,4,4
2614,2614,,house,sector 57,independent,3.6,1728.0,20833.0,Plot area 192(160.54 sq.m.),4,4,2,2.0,South,Old Property,[Environment4 out of 5 Safety4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5],,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,,,,,4,4,4,4
2615,2615,flat,3 BHK,sector 43,ansal maple heights,1.5,1185.0,12658.0,Super Built up area 1400(130.06 sq.m.)Built Up area: 1385 sq.ft. (128.67 sq.m.)Carpet area: 1185 sq.ft. (110.09 sq.m.),3,3,3+,7th   of 14 Floors,North-East,Old Property,[Green Area4 out of 5 Construction4 out of 5 Management3.5 out of 5 Amenities4 out of 5 Connectivity4.5 out of 5],7.0,14.0,1400.0,1185.0,1385.0,0,0,1,0,0,0,20,1,1,10,0,0,0,3,0,1,0,0,4,0,1,4,0,1,174,4,4,3.5,4,4.5,,,
2616,2616,flat,4 BHK,sector 104,ats triumph,2.65,3150.0,8412.0,Super Built up area 3150(292.64 sq.m.),4,4,3+,10th   of 27 Floors,North-East,Relatively New,[Green Area4 out of 5 Construction5 out of 5 Management5 out of 5 Amenities4.5 out of 5 Connectivity5 out of 5],10.0,27.0,3150.0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,4,5,5,4.5,5,,,
2617,2617,flat,3 BHK,sector 89,smart world gems,1.2,1423.0,8433.0,Built Up area: 1423 (132.2 sq.m.)Carpet area: 920 sq.ft. (85.47 sq.m.),3,3,2,2nd   of 2 Floors,East,undefined,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],2.0,2.0,,920.0,1423.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,,,,,4,4,4,4
2618,2618,flat,3 BHK,sector 39,milan cghs 9,2.0,2400.0,8333.0,Built Up area: 2400 (222.97 sq.m.),3,3,3+,Ground of 1 Floors,,undefined,[Environment4 out of 5 Safety4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5],0.0,1.0,,,2400.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,5,4,4,4
2619,2619,flat,2 BHK,sector 77,umang winter hills,0.71,1338.0,5305.0,Super Built up area 1342(124.68 sq.m.)Carpet area: 810 sq.ft. (75.25 sq.m.),2,2,2,6th   of 18 Floors,North-West,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management4 out of 5 Amenities4.5 out of 5 Connectivity4.5 out of 5],6.0,18.0,1342.0,810.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,5,5,4,4.5,4.5,,,
2620,2620,flat,3 BHK,sector 79,godrej,2.0,2366.0,8453.0,Carpet area: 2366 (219.81 sq.m.),3,4,3+,2nd   of 15 Floors,North-East,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management4.5 out of 5 Amenities5 out of 5 Connectivity4 out of 5],2.0,15.0,,2366.0,,0,1,0,0,0,0,25,1,1,5,0,0,0,9,0,1,1,0,4,1,1,5,0,1,156,5,5,4.5,5,4,,,
2621,2621,flat,3 BHK,sector 86,dlf new town heights,1.26,2061.0,6113.0,Super Built up area 1930(179.3 sq.m.),3,3,3,5th   of 22 Floors,West,Moderately Old,[Green Area5 out of 5 Construction4.5 out of 5 Management4.5 out of 5 Amenities5 out of 5 Connectivity3 out of 5],5.0,22.0,1930.0,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,5,4.5,4.5,5,3,,,
2622,2622,flat,3 BHK,sector 49,vatika city,1.69,1960.0,8622.0,Carpet area: 1960 (182.09 sq.m.),3,3,3,3rd   of 17 Floors,North,Moderately Old,[Green Area5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity4 out of 5],3.0,17.0,,1960.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,5,4,4,5,4,,,
2623,2623,,house,sector 105,independent,0.37,450.0,8222.0,Plot area 450(41.81 sq.m.),2,2,1,1.0,,Moderately Old,[Environment3 out of 5 Lifestyle4 out of 5 Connectivity4.5 out of 5 Safety4 out of 5],,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4.5,4,3,4
2624,2624,flat,4 BHK,sector 92,sare crescent parc,0.92,1895.0,4854.0,Built Up area: 1895 (176.05 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),4,5,3+,14th   of 15 Floors,North-East,Moderately Old,[Management4 out of 5 Green Area4 out of 5 Construction4 out of 5 Amenities3 out of 5 Connectivity3 out of 5],14.0,15.0,,1600.0,1895.0,0,0,0,0,0,4,6,0,0,6,1,0,0,3,0,1,0,0,3,0,0,4,0,1,131,4,4,4,3,3,,,
2625,2625,flat,2 BHK,sector 71,chd avenue,0.95,1198.0,7929.0,Super Built up area 1198(111.3 sq.m.),2,2,2,5th   of 15 Floors,South,Moderately Old,[Green Area5 out of 5 Construction3 out of 5 Management2 out of 5 Amenities4 out of 5 Connectivity3 out of 5],5.0,15.0,1198.0,,,0,0,0,0,0,0,1,1,1,4,0,0,0,2,0,1,0,0,1,0,0,2,0,1,142,5,3,2,4,3,,,
2626,2626,flat,3 BHK,sector 85,ss the leaf,1.58,2048.0,7714.0,Super Built up area 2408(223.71 sq.m.)Carpet area: 2048 sq.ft. (190.27 sq.m.),3,4,3,8th   of 24 Floors,East,Relatively New,[Green Area4.5 out of 5 Construction4.5 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity4.5 out of 5],8.0,24.0,2408.0,2048.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,4.5,4.5,4,4,4.5,,,
2627,2627,flat,4 BHK,sector 99,vatika sovereign park,3.25,3360.0,9672.0,Super Built up area 3360(312.15 sq.m.),4,4,3+,2nd   of 12 Floors,,undefined,[Environment4.5 out of 5 Safety4.5 out of 5 Lifestyle4 out of 5 Connectivity4.5 out of 5],2.0,12.0,3360.0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,,,,,4.5,4,4.5,4.5
2628,2628,flat,2 BHK,sohna road,signature the serenas,0.5,532.0,9406.0,Carpet area: 531.57 (49.38 sq.m.),2,2,2,6th   of 14 Floors,,New Property,[Environment4 out of 5 Safety4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5],6.0,14.0,,531.57,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,,,,,5,4,4,4
2629,2629,flat,2 BHK,sector 112,experion windchants,3.1,1500.0,20666.0,Carpet area: 1500 (139.35 sq.m.),2,2,3,9th   of 28 Floors,,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity3 out of 5],9.0,28.0,,1500.0,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,5,0,0,3,0,1,80,5,5,5,5,3,,,
2630,2630,flat,2 BHK,sector 66,ireo uptown,1.32,1154.0,11442.0,Super Built up area 1158(107.58 sq.m.),2,2,2,6th   of 23 Floors,,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity5 out of 5],6.0,23.0,1158.0,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45,5,5,5,5,5,,,
2631,2631,flat,4 BHK,sector 43,dlf royalton tower,6.5,3142.0,20687.0,Super Built up area 2997(278.43 sq.m.),4,4,3+,9th   of 15 Floors,,Moderately Old,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety5 out of 5],9.0,15.0,2997.0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,,,,5,5,5,5
2632,2632,flat,3 BHK,sector 79,godrej,2.0,2360.0,8474.0,Super Built up area 2366(219.81 sq.m.)Built Up area: 1963 sq.ft. (182.37 sq.m.)Carpet area: 1629 sq.ft. (151.34 sq.m.),3,4,3+,9th   of 15 Floors,East,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management4.5 out of 5 Amenities5 out of 5 Connectivity4 out of 5],9.0,15.0,2366.0,1629.0,1963.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,5,5,4.5,5,4,,,
2633,2633,flat,3 BHK,sector 86,dlf the skycourt,1.54,1670.0,9221.0,Super Built up area 1929(179.21 sq.m.)Built Up area: 1780 sq.ft. (165.37 sq.m.)Carpet area: 1670 sq.ft. (155.15 sq.m.),3,3,3+,15th   of 19 Floors,North-West,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity5 out of 5],15.0,19.0,1929.0,1670.0,1780.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,5,5,5,5,5,,,
2634,2634,flat,1 BHK,sector 2,bestech park view residency,0.56,649.0,8632.0,Carpet area: 651 (60.48 sq.m.),1,1,2,6th   of 8 Floors,South,Moderately Old,[Green Area5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity4 out of 5],6.0,8.0,,651.0,,0,0,0,0,0,0,2,1,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,77,5,4,4,5,4,,,
2635,2635,,house,sohna road road,cloudnine cottages,5.5,1000.0,55000.0,Plot area 1000(92.9 sq.m.),3,3,0,1.0,,Moderately Old,nan,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2636,2636,flat,3 BHK,sector 104,puri emerald bay,2.25,2150.0,10465.0,Super Built up area 2450(227.61 sq.m.)Carpet area: 2150 sq.ft. (199.74 sq.m.),3,4,3+,4th   of 29 Floors,North,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity4 out of 5],4.0,29.0,2450.0,2150.0,,0,1,0,0,0,0,16,0,1,6,0,0,0,0,0,1,0,0,5,0,0,0,0,1,159,5,5,5,5,4,,,
2637,2637,,house,sector 56,independent,11.5,2736.0,42032.0,Plot area 304(254.18 sq.m.),12,13,3+,4.0,West,Relatively New,[Environment4 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety4 out of 5],,,,,,1,1,0,1,0,0,5,1,1,9,0,0,0,5,0,1,1,0,0,0,0,5,0,1,49,,,,,5,5,4,4
2638,2638,flat,1 BHK,sector 95,rof ananda,0.2,366.0,5463.0,Carpet area: 366.08 (34.01 sq.m.),1,1,1,10th   of 14 Floors,West,Relatively New,[Environment4 out of 5 Lifestyle4.5 out of 5 Connectivity4 out of 5 Safety4.5 out of 5],10.0,14.0,,366.08,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,,,,,4,4.5,4,4.5
2639,2639,flat,3 BHK,sector 108,sobha city,3.35,2525.0,13266.0,Super Built up area 2072.9(192.58 sq.m.),3,4,2,19th   of 24 Floors,,New Property,[Environment4 out of 5 Lifestyle4.5 out of 5 Connectivity4.5 out of 5 Safety4.5 out of 5],19.0,24.0,2072.9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,,,,,4.5,4.5,4,4.5
2640,2640,,house,sector 5,house number b-34,0.8,900.0,8888.0,Plot area 900(83.61 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.),2,2,1,1.0,,Old Property,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety4 out of 5],,,,,900.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,5,4,4,4
2641,2641,flat,2 BHK,sector 3 phase 3 extension,pooja apartment,0.25,700.0,3571.0,Carpet area: 700 (65.03 sq.m.),2,2,2,2nd   of 4 Floors,East,Relatively New,[Environment3 out of 5 Safety4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5],2.0,4.0,,700.0,,0,0,0,0,0,0,6,1,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,,,,,4,4,3,4
2642,2642,flat,3 BHK,sector 53,tulip monsella,6.02,2892.0,20816.0,Built Up area: 2892 (268.68 sq.m.),3,3,3,29th   of 39 Floors,,undefined,[Environment4 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety4 out of 5],29.0,39.0,,,2892.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,,,,,5,5,4,4
2643,2643,flat,3 BHK,sector 65,emaar mgf emerald floors premier,2.35,1650.0,14242.0,Built Up area: 1650 (153.29 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,3,2nd   of 4 Floors,South-West,Relatively New,[Green Area4.5 out of 5 Construction5 out of 5 Management4.5 out of 5 Amenities4.5 out of 5 Connectivity4 out of 5],2.0,4.0,,1200.0,1650.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,4.5,5,4.5,4.5,4,,,
2644,2644,flat,2 BHK,sector 106,paras dews,0.92,1385.0,6642.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 940 sq.ft. (87.33 sq.m.)Carpet area: 845 sq.ft. (78.5 sq.m.),2,2,3+,2nd   of 8 Floors,East,Relatively New,nan,2.0,8.0,1385.0,845.0,940.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,174,,,,,,,,
2645,2645,flat,4 BHK,sector 85,ss,2.1,2812.0,7467.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4,4,3,2nd   of 15 Floors,North-West,Relatively New,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety4.5 out of 5],2.0,15.0,2812.0,2400.0,2600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,49,,,,,5,5,5,4.5
2646,2646,flat,3 BHK,sector 90,dlf new town heights,1.25,1447.0,8638.0,Carpet area: 1447 (134.43 sq.m.),3,4,3+,Ground of 19 Floors,North-West,Old Property,[Green Area5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity4 out of 5],0.0,19.0,,1447.0,,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,31,5,4,4,5,4,,,
2647,2647,flat,3 BHK,sector 12,ss residency,0.53,1100.0,4818.0,Super Built up area 1100(102.19 sq.m.),3,3,2,2nd   of 4 Floors,,Relatively New,nan,2.0,4.0,1100.0,,,0,0,0,0,0,0,10,1,1,4,0,0,0,3,0,1,0,0,2,0,0,0,0,1,14,,,,,,,,
2648,2648,flat,4 BHK,sector 90,dlf new town heights,1.99,2727.0,7297.0,Carpet area: 2727 (253.35 sq.m.),4,4,3+,9th   of 29 Floors,East,Relatively New,[Green Area5 out of 5 Amenities5 out of 5 Management4 out of 5 Construction4 out of 5 Connectivity4 out of 5],9.0,29.0,,2727.0,,0,1,0,1,0,0,10,1,1,8,0,0,0,0,0,1,1,0,0,0,0,6,0,1,102,5,4,4,5,4,,,
2649,2649,,house,sector 41,independent,1.65,1200.0,13750.0,Built Up area: 1200 (111.48 sq.m.),1,1,0,1.0,,undefined,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety5 out of 5],,,,,1200.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,5,5,5,5
2650,2650,flat,3 BHK,sector 79,mapsko mount ville,1.25,1490.0,8389.0,Super Built up area 1490(138.43 sq.m.)Built Up area: 1058 sq.ft. (98.29 sq.m.)Carpet area: 863.91 sq.ft. (80.26 sq.m.),3,3,3,18th   of 30 Floors,South,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity4 out of 5],18.0,30.0,1490.0,863.91,1058.0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,1,0,4,0,0,0,0,1,102,5,5,5,5,4,,,
2651,2651,,house,sector 4,independent,0.6,57.0,105263.0,Plot area 57(5.3 sq.m.),3,3,1,2.0,,Old Property,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety4 out of 5],,,,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,5,4,4,4
2652,2652,flat,4 BHK,sector 111,puri diplomatic greens,3.7,2950.0,12542.0,Super Built up area 2950(274.06 sq.m.)Built Up area: 2650 sq.ft. (246.19 sq.m.)Carpet area: 2450 sq.ft. (227.61 sq.m.),4,5,3+,12nd   of 21 Floors,South-East,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity3 out of 5],12.0,21.0,2950.0,2450.0,2650.0,0,1,0,0,0,0,30,1,1,8,0,0,0,4,0,1,0,0,7,0,0,4,0,1,158,5,5,4,4,3,,,
2653,2653,flat,3 BHK,manesar,deepak minda,1.25,2651.0,4716.0,Carpet area: 2650 (246.19 sq.m.),3,3,3+,6th   of 10 Floors,,Moderately Old,nan,6.0,10.0,,2650.0,,0,1,0,0,0,0,6,0,0,6,0,0,0,4,0,0,0,0,0,0,0,2,0,0,44,,,,,,,,
2654,2654,flat,2 BHK,sohna road,gls arawali homes,0.3,640.0,4687.0,Carpet area: 640 (59.46 sq.m.),2,2,2,4th   of 13 Floors,,Relatively New,[Green Area5 out of 5 Amenities4 out of 5 Management4 out of 5 Construction4 out of 5 Connectivity4 out of 5],4.0,13.0,,640.0,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,42,5,4,4,4,4,,,
2655,2655,,house,sector 50,independent,6.5,3000.0,21667.0,Built Up area: 3000 (278.71 sq.m.),5,6,0,1.0,,undefined,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety4 out of 5],,,,,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,5,5,5,4
2656,2656,flat,2 BHK,sector 22,ambience creacions,1.75,1378.0,12700.0,Super Built up area 1380(128.21 sq.m.),2,2,2,11st   of 20 Floors,,undefined,[Safety5 out of 5 Lifestyle4 out of 5 Environment4 out of 5 Connectivity5 out of 5],11.0,20.0,1380.0,,,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,1,0,0,4,0,0,0,0,0,57,,,,,5,4,4,5
2657,2657,,house,sector 43,sushant lok 1 builder floors,1.95,1935.0,10077.0,Plot area 215(179.77 sq.m.),3,4,3+,4.0,West,New Property,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety5 out of 5],,,,,,0,1,0,0,0,0,55,1,1,5,0,0,0,3,0,1,1,0,4,0,0,3,0,1,78,,,,,5,5,5,5
2658,2658,,house,sector 82,vatika india next,7.0,360.0,194444.0,Plot area 360(33.45 sq.m.)Built Up area: 3900 sq.ft. (362.32 sq.m.)Carpet area: 3743 sq.ft. (347.74 sq.m.),4,4,3+,3.0,North-East,Relatively New,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],,,,3743.0,3900.0,0,1,0,0,0,0,7,1,1,8,3,1,1,4,1,1,1,1,8,1,1,5,1,2,105,,,,,4,4,4,4
2659,2659,flat,3 BHK,sector 48,parsvnath green ville,1.5,1707.0,8787.0,Super Built up area 1707(158.59 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,1st   of 5 Floors,North,Old Property,[Green Area4 out of 5 Construction4 out of 5 Management4 out of 5 Amenities4.5 out of 5 Connectivity4.5 out of 5],1.0,5.0,1707.0,1400.0,1600.0,0,0,0,0,0,0,6,1,1,7,0,0,0,3,0,1,0,0,0,0,1,0,0,1,128,4,4,4,4.5,4.5,,,
