Unnamed: 0.1,Unnamed: 0,index,property_type,sector,society,price,area,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,agePossession,rating,floor_Num,total_floors,super_built_up_area,carpet_area,Built_up_area,study room,servant room,store room,pooja room,others,TV,Bed,Microwave,Geyser,Fan,Chimney,Water Purifier,Dining Table,Sofa,Fridge,Modular Kitchen,Stove,Light,Curtains,Exhaust Fan,Wardrobe,AC,Washing Machine,furnishing_type,luxury_score,Safety,Lifestyle,Environment,Connectivity,Management,Amenities,Green_area,Construction
63,63,63,Flat,sohna road,eldeco accolade,0.72,1447.0,4976.0,Super Built up area 1457(135.36 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2,2,3+,12nd   of 18 Floors,Relatively New,[Green Area5 out of 5 Construction4.5 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity3.5 out of 5],12.0,18.0,1457.0,849.0,1131.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,,,,3.5,4.0,5.0,5.0,4.5
64,64,64,house,sector 3,independent,0.6,1000.0,6000.0,Built Up area: 1000 (92.9 sq.m.),1,1,0,1.0,undefined,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety4 out of 5],,,,,1000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,4.0,4.0,5.0,,,,
65,65,65,Flat,sector 102,emaar gurgaon greens,1.49,1650.0,9030.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,10th   of 14 Floors,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity4 out of 5],10.0,14.0,1650.0,1022.58,1315.0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,16,0,1,0,4,0,2,159,,,,4.0,5.0,5.0,5.0,4.0
66,66,66,house,sector 28,independent,9.0,3240.0,27778.0,Plot area 360(301.01 sq.m.),6,7,3+,3.0,Moderately Old,[Environment5 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety5 out of 5],,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,5.0,4.0,5.0,5.0,,,,
67,67,67,Flat,sector 43,sanskriti apartments,2.5,1850.0,13514.0,Super Built up area 1850(171.87 sq.m.),3,2,3,5th   of 8 Floors,Old Property,[Safety4 out of 5 Lifestyle4 out of 5 Environment4 out of 5 Connectivity5 out of 5],5.0,8.0,1850.0,,1674.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4.0,4.0,4.0,5.0,,,,
68,68,68,Flat,sector 99a,prime habitat,0.32,687.0,4658.0,Super Built up area 687(63.82 sq.m.)Built Up area: 601 sq.ft. (55.83 sq.m.)Carpet area: 448 sq.ft. (41.62 sq.m.),2,2,1,7th   of 12 Floors,Relatively New,[Safety3 out of 5 Lifestyle3 out of 5 Environment4 out of 5 Connectivity3 out of 5],7.0,12.0,687.0,448.0,601.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,44,3.0,3.0,4.0,3.0,,,,
69,69,69,Flat,sector 106,paras dews,0.92,1385.0,6643.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 940 sq.ft. (87.33 sq.m.)Carpet area: 845 sq.ft. (78.5 sq.m.),2,2,3+,2nd   of 8 Floors,Relatively New,,2.0,8.0,1385.0,845.0,940.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,174,,,,,,,,
70,70,70,Flat,sector 38,navjyoti apartment,2.1,1759.0,11939.0,Carpet area: 1759 (163.42 sq.m.),4,4,3+,10th   of 10 Floors,Old Property,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety4 out of 5],10.0,10.0,,1759.0,1954.0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,1,1,1,20,0,1,5,4,1,1,22,4.0,4.0,4.0,5.0,,,,
71,71,71,Flat,sector 85,ss the leaf,1.99,2298.0,8660.0,Super Built up area 2408(223.71 sq.m.)Built Up area: 2398 sq.ft. (222.78 sq.m.)Carpet area: 2298 sq.ft. (213.49 sq.m.),3,4,3+,17th   of 26 Floors,Relatively New,[Green Area4.5 out of 5 Construction4.5 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity4.5 out of 5],17.0,26.0,2408.0,2298.0,2398.0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,10,0,1,0,2,0,2,174,,,,4.5,4.0,4.0,4.5,4.5
72,72,72,house,sector 3,independent,3.5,3800.0,9211.0,Built Up area: 3800 (353.03 sq.m.),1,1,0,1.0,undefined,[Environment4.5 out of 5 Lifestyle4 out of 5 Connectivity4.5 out of 5 Safety4.5 out of 5],,,,,3800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.0,4.5,4.5,,,,
73,73,73,house,sector 5,independent,3.75,3400.0,11029.0,Built Up area: 3400 (315.87 sq.m.)Carpet area: 1836 sq.ft. (170.57 sq.m.),5,5,3+,3.0,undefined,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety4 out of 5],,,,1836.0,3400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,4.0,4.0,5.0,,,,
74,74,74,Flat,sector 33,godrej nature plus,1.3,1557.0,8349.0,Super Built up area 1557(144.65 sq.m.),3,2,3+,18th   of 22 Floors,undefined,,18.0,22.0,1557.0,,1409.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,,,,,,,,
75,75,75,Flat,sector 61,pioneer park,2.04,1395.0,14624.0,Super Built up area 1795(166.76 sq.m.)Built Up area: 1595 sq.ft. (148.18 sq.m.)Carpet area: 1395 sq.ft. (129.6 sq.m.),3,3,3+,16th   of 32 Floors,Moderately Old,[Green Area5 out of 5 Construction3 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity5 out of 5],16.0,32.0,1795.0,1395.0,1595.0,0,1,0,0,0,0,0,0,4,11,1,0,0,0,0,1,0,22,0,1,3,0,0,2,165,,,,5.0,4.0,4.0,5.0,3.0
76,76,76,Flat,sector 106,paras dews,1.1,1130.0,9735.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3,4,3+,8th   of 24 Floors,Relatively New,,8.0,24.0,1760.0,1130.0,1186.0,0,1,0,0,0,0,0,0,3,3,1,1,0,0,0,1,1,10,1,1,3,0,0,2,174,,,,,,,,
77,77,77,Flat,sohna road,ashiana mulberry,0.95,1465.0,6485.0,Super Built up area 1465(136.1 sq.m.)Built Up area: 1175.97 sq.ft. (109.25 sq.m.)Carpet area: 834.96 sq.ft. (77.57 sq.m.),2,2,3+,3rd   of 17 Floors,New Property,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety4 out of 5],3.0,17.0,1465.0,834.96,1175.97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,89,4.0,4.0,4.0,5.0,,,,
78,78,78,Flat,sector 77,umang winter hills,0.92,1822.0,5049.0,Super Built up area 1822(169.27 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,17th   of 18 Floors,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management4 out of 5 Amenities4.5 out of 5 Connectivity4.5 out of 5],17.0,18.0,1822.0,1400.0,1602.0,0,0,0,0,1,0,0,0,3,5,1,0,0,0,0,1,0,5,0,1,3,4,0,2,49,,,,4.5,4.0,4.5,5.0,5.0
79,79,79,Flat,sector 48,central park resorts,11.25,3980.0,28266.0,Carpet area: 3980 (369.75 sq.m.),4,5,3+,2nd   of 17 Floors,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity5 out of 5],2.0,17.0,,3980.0,4422.0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,45,,,,5.0,5.0,5.0,5.0,5.0
80,80,80,Flat,sector 70a,aipl zen residences,1.82,1655.0,10997.0,Super Built up area 1655(153.75 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,3,12nd   of 28 Floors,Relatively New,[Environment5 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],12.0,28.0,1655.0,1550.0,1600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,4.0,4.0,5.0,4.0,,,,
81,81,81,Flat,sector 31,raheja teachers apartments,1.2,1650.0,7273.0,Super Built up area 1650(153.29 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),3,2,2,1st   of 6 Floors,Moderately Old,[Green Area4 out of 5 Construction1 out of 5 Management2 out of 5 Amenities2 out of 5 Connectivity4 out of 5],1.0,6.0,1650.0,1150.0,1450.0,0,0,0,0,1,0,0,1,2,5,1,1,1,0,0,1,1,20,7,1,13,4,0,1,105,,,,4.0,2.0,2.0,4.0,1.0
82,82,82,Flat,sector 92,sare crescent parc,1.0,1950.0,5128.0,Carpet area: 1950 (181.16 sq.m.),4,3,2,1st   of 20 Floors,Relatively New,[Management4 out of 5 Green Area4 out of 5 Construction4 out of 5 Amenities3 out of 5 Connectivity3 out of 5],1.0,20.0,,1950.0,2167.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,49,,,,3.0,4.0,3.0,4.0,4.0
83,83,83,Flat,sector 106,viridian the plaza 106,0.46,700.0,6571.0,Carpet area: 700 (65.03 sq.m.),1,1,1,18th   of 26 Floors,New Property,,18.0,26.0,,700.0,778.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,,,,,,,,
84,84,84,house,sector 69,tulip yellow,2.95,1800.0,16389.0,Plot area 200(167.23 sq.m.),4,3,2,3.0,New Property,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],,,,,,0,0,0,1,1,1,0,0,3,11,1,1,1,1,0,1,1,99,0,1,4,3,1,1,111,4.0,4.0,4.0,4.0,,,,
85,85,85,house,sector 49,ss aaron ville,6.5,3456.0,18808.0,Plot area 384(321.07 sq.m.),5,5,2,2.0,Relatively New,[Environment5 out of 5 Safety5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5],,,,,,1,1,0,1,0,0,0,1,5,7,1,1,0,0,0,1,1,35,10,1,6,5,0,2,28,5.0,5.0,5.0,5.0,,,,
86,86,86,house,sector 14,independent,7.5,4518.0,16600.0,Plot area 502(419.74 sq.m.),3,3,2,1.0,Old Property,[Environment4 out of 5 Safety4 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5],,,,,,1,1,0,1,0,0,0,0,3,6,0,0,0,0,0,1,0,9,0,1,7,0,0,2,27,4.0,5.0,4.0,5.0,,,,
87,87,87,Flat,sector 85,godrej air,1.35,990.0,13636.0,Carpet area: 92,2,2,3,19th   of 32 Floors,undefined,[Safety4.5 out of 5 Lifestyle5 out of 5 Environment5 out of 5 Connectivity5 out of 5],19.0,32.0,,92.0,102.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4.5,5.0,5.0,5.0,,,,
88,88,88,house,sector 3 phase 2,independent,0.4,500.0,8000.0,Built Up area: 500 (46.45 sq.m.)Carpet area: 300 sq.ft. (27.87 sq.m.),2,1,0,1.0,undefined,[Environment3 out of 5 Lifestyle4 out of 5 Connectivity4.5 out of 5 Safety4 out of 5],,,,300.0,500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,3.0,4.5,,,,
90,90,90,Flat,sector 33,godrej nature plus serenity,1.39,1200.0,11583.0,Carpet area: 1200 (111.48 sq.m.),3,2,3+,23rd   of 24 Floors,undefined,,23.0,24.0,,1200.0,1333.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,,,,,,,,
91,91,91,Flat,sector 60,ireo skyon,2.85,2045.0,13936.0,Super Built up area 2045(189.99 sq.m.)Built Up area: 1640 sq.ft. (152.36 sq.m.)Carpet area: 1490 sq.ft. (138.43 sq.m.),3,4,3+,5th   of 10 Floors,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity5 out of 5],5.0,10.0,2045.0,1490.0,2045.0,0,1,0,0,0,0,0,0,3,5,1,0,0,0,0,1,1,8,1,1,0,6,0,2,174,,,,5.0,5.0,5.0,5.0,5.0
92,92,92,Flat,sector 66,ireo uptown,1.85,1472.0,12568.0,Super Built up area 1472(136.75 sq.m.)Built Up area: 1470 sq.ft. (136.57 sq.m.)Carpet area: 1251 sq.ft. (116.22 sq.m.),2,3,3,16th   of 25 Floors,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity5 out of 5],16.0,25.0,1472.0,1251.0,1470.0,0,1,0,0,1,0,0,0,3,4,1,0,0,0,0,1,1,12,0,1,2,4,0,2,79,,,,5.0,5.0,5.0,5.0,5.0
94,94,94,house,sohna road road,independent,0.5,900.0,5556.0,Plot area 900(83.61 sq.m.),2,1,2,1.0,Moderately Old,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
95,95,95,Flat,sector 24,ambience lagoon,4.25,3200.0,13281.0,Super Built up area 3200(297.29 sq.m.)Carpet area: 3156 sq.ft. (293.2 sq.m.),3,4,3+,3rd   of 9 Floors,Old Property,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity5 out of 5],3.0,9.0,3200.0,3156.0,3201.0,0,1,0,1,0,0,0,0,4,8,1,0,0,0,0,1,0,10,0,1,4,5,0,2,143,,,,5.0,5.0,5.0,5.0,5.0
96,96,96,Flat,sector 92,gls avenue 51,0.45,750.0,6000.0,Carpet area: 750 (69.68 sq.m.),3,3,1,10th   of 12 Floors,Relatively New,[Environment5 out of 5 Safety3 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5],10.0,12.0,,750.0,833.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3.0,4.0,5.0,4.0,,,,
97,97,97,house,sector 65,emaar emerald hills,12.5,3600.0,34722.0,Plot area 400(334.45 sq.m.),4,4,3+,2.0,Relatively New,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety4 out of 5],,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,56,4.0,4.0,4.0,5.0,,,,
98,98,98,house,sector 23,independent,2.9,2500.0,11600.0,Plot area 2500(232.26 sq.m.),4,4,3,2.0,Relatively New,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety5 out of 5],,,,,,0,1,0,0,0,0,0,0,3,5,1,0,0,0,0,1,0,10,0,1,4,0,0,2,43,5.0,5.0,5.0,5.0,,,,
99,99,99,Flat,sector 95,rof ananda,0.2,357.0,5602.0,Carpet area: 366.08 (34.01 sq.m.),1,1,1,2nd   of 14 Floors,Relatively New,[Environment4 out of 5 Lifestyle4.5 out of 5 Connectivity4 out of 5 Safety4.5 out of 5],2.0,14.0,,366.08,407.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,4.5,4.5,4.0,4.0,,,,
100,100,100,Flat,sector 37d,ramprastha primera,1.2,900.0,13333.0,Carpet area: 900 (83.61 sq.m.),3,3,3,5th   of 22 Floors,Relatively New,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],5.0,22.0,,900.0,1000.0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,4,0,0,50,4.0,4.0,4.0,4.0,,,,
101,101,101,house,sector 72,spaze privy,3.1,3653.0,8486.0,Plot area 3653(339.37 sq.m.),5,5,3+,21.0,Relatively New,[Environment4.5 out of 5 Lifestyle4.5 out of 5 Connectivity5 out of 5 Safety4.5 out of 5],,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.5,4.5,4.5,5.0,,,,
102,102,102,Flat,sector 83,vatika gurgaon,0.98,1200.0,8167.0,Super Built up area 1445(134.24 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,5th   of 15 Floors,Relatively New,[Green Area5 out of 5 Construction4.5 out of 5 Management4 out of 5 Amenities3.5 out of 5 Connectivity4 out of 5],5.0,15.0,1445.0,1200.0,1300.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,16,0,1,0,0,0,2,96,,,,4.0,4.0,3.5,5.0,4.5
103,103,103,Flat,sector 90,dlf regal gardens,1.65,2215.0,7449.0,Super Built up area 2215(205.78 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),4,4,3+,8th   of 19 Floors,Relatively New,[Green Area5 out of 5 Construction4.5 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity4 out of 5],8.0,19.0,2215.0,1700.0,1900.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,,,,4.0,4.0,5.0,5.0,4.5
104,104,104,Flat,sector 89,smart world gems,1.2,1423.0,8433.0,Built Up area: 1423 (132.2 sq.m.)Carpet area: 920 sq.ft. (85.47 sq.m.),3,3,2,2nd   of 2 Floors,undefined,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],2.0,2.0,,920.0,1423.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4.0,4.0,4.0,4.0,,,,
105,105,105,Flat,sector 36a,avl 36 gurgaon,0.65,726.0,8953.0,Super Built up area 726(67.45 sq.m.),2,2,2,7th   of 14 Floors,Relatively New,[Green Area4.5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity2.5 out of 5],7.0,14.0,726.0,,657.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,,,,,4.0,4.0,4.5,4.0
106,106,106,Flat,sector 79,supertech araville,0.8,1519.0,5267.0,Carpet area: 1519 (141.12 sq.m.),2,2,2,12nd   of 14 Floors,New Property,[Environment4 out of 5 Safety4 out of 5 Lifestyle3 out of 5 Connectivity4 out of 5],12.0,14.0,,1519.0,1688.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,49,4.0,3.0,4.0,4.0,,,,
107,107,107,Flat,sector 90,dlf regal gardens,1.29,1816.0,7104.0,Super Built up area 1818(168.9 sq.m.)Built Up area: 1817 sq.ft. (168.8 sq.m.)Carpet area: 1816 sq.ft. (168.71 sq.m.),3,3,3+,12nd   of 29 Floors,Relatively New,[Green Area5 out of 5 Construction4.5 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity4 out of 5],12.0,29.0,1818.0,1816.0,1817.0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,1,0,5,0,0,152,,,,4.0,4.0,5.0,5.0,4.5
108,108,108,Flat,sector 70a,capital residences 360,1.66,1976.0,8401.0,Super Built up area 1976(183.58 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,3+,8th   of 22 Floors,New Property,[Environment5 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],8.0,22.0,1976.0,1500.0,1900.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,4.0,4.0,5.0,4.0,,,,
109,109,109,Flat,sector 69,tulip violet,2.0,2010.0,9950.0,Super Built up area 2010(186.74 sq.m.),4,4,2,Ground of 14 Floors,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity4.5 out of 5],0.0,14.0,2010.0,,1819.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,95,,,,4.5,5.0,5.0,5.0,4.0
110,110,110,Flat,sector 79,godrej,1.29,1572.0,8206.0,Super Built up area 1572(146.04 sq.m.),2,2,3,4th   of 15 Floors,New Property,[Connectivity4 out of 5 Management4.5 out of 5 Construction5 out of 5 Green Area5 out of 5 Amenities5 out of 5],4.0,15.0,1572.0,,1423.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,4.0,4.5,5.0,5.0,5.0
111,111,111,house,sector 43,independent,27.5,11286.0,24366.0,Plot area 1254(1048.5 sq.m.),6,7,3+,3.0,Relatively New,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety5 out of 5],,,,,,1,1,0,1,1,0,0,1,7,6,2,1,0,0,0,1,1,22,1,1,10,7,0,2,42,5.0,5.0,5.0,5.0,,,,
112,112,112,Flat,sector 36a,avl 36 gurgaon,0.5,600.0,8333.0,Built Up area: 600 (55.74 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),1,1,1,5th   of 5 Floors,undefined,[Green Area4.5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity2.5 out of 5],5.0,5.0,,500.0,600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4.0,4.0,4.5,4.0
113,113,113,Flat,sector 102,shapoorji pallonji joyville gurugram,0.95,915.0,10383.0,Built Up area: 915 (85.01 sq.m.)Carpet area: 675 sq.ft. (62.71 sq.m.),2,2,2,14th   of 14 Floors,undefined,[Environment4 out of 5 Lifestyle4.5 out of 5 Connectivity4 out of 5 Safety4 out of 5],14.0,14.0,,675.0,915.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,4.5,4.0,4.0,,,,
114,114,114,Flat,sector 86,microtek greenburg,1.23,1480.0,8311.0,Super Built up area 1480(137.5 sq.m.),2,2,3,13rd   of 21 Floors,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management3 out of 5 Amenities4.5 out of 5 Connectivity4.5 out of 5],13.0,21.0,1480.0,,1339.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,,4.5,3.0,4.5,5.0,4.0
116,116,116,Flat,sector 103,indiabulls centrum park,1.9,3344.0,5682.0,Carpet area: 3344 (310.67 sq.m.),3,4,3+,10th   of 10 Floors,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity3 out of 5],10.0,10.0,,3344.0,3716.0,1,1,0,1,1,0,0,0,2,10,1,1,0,0,0,1,0,10,0,1,4,0,0,2,49,,,,3.0,4.0,4.0,5.0,4.0
117,117,117,Flat,sector 69,tulip violet,1.7,2010.0,8458.0,Super Built up area 2010(186.74 sq.m.)Carpet area: 1610 sq.ft. (149.57 sq.m.),4,4,2,10th   of 14 Floors,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity4.5 out of 5],10.0,14.0,2010.0,1610.0,1804.0,1,1,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,9,1,1,4,0,0,0,174,,,,4.5,5.0,5.0,5.0,4.0
118,118,118,Flat,sector 82,mapsko royale ville,1.15,1790.0,6425.0,Super Built up area 1790(166.3 sq.m.),3,4,2,15th   of 18 Floors,Relatively New,[Green Area4.5 out of 5 Construction3 out of 5 Management3.5 out of 5 Amenities4 out of 5 Connectivity4 out of 5],15.0,18.0,1790.0,,1620.0,0,1,0,1,0,0,0,0,3,7,1,0,0,0,0,1,0,11,1,1,3,0,0,2,104,,,,4.0,3.5,4.0,4.5,3.0
119,119,119,Flat,sector 113,la vida by tata housing,2.35,1760.0,13352.0,Super Built up area 2217(205.97 sq.m.)Built Up area: 1930 sq.ft. (179.3 sq.m.)Carpet area: 1760 sq.ft. (163.51 sq.m.),3,4,3,3rd   of 25 Floors,Relatively New,,3.0,25.0,2217.0,1760.0,1930.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,,,,,,,,
120,120,120,Flat,sector 81,bestech park view grand spa,2.3,2660.0,8647.0,Super Built up area 2660(247.12 sq.m.)Built Up area: 2280 sq.ft. (211.82 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),3,4,3+,7th   of 21 Floors,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity5 out of 5],7.0,21.0,2660.0,1950.0,2280.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,7,0,2,49,,,,5.0,5.0,5.0,5.0,5.0
121,121,121,Flat,sohna road,ashiana anmol,0.88,791.0,11125.0,Super Built up area 1275(118.45 sq.m.)Carpet area: 791 sq.ft. (73.49 sq.m.),2,2,2,13rd   of 14 Floors,Relatively New,[Green Area4 out of 5 Amenities4 out of 5 Management4 out of 5 Construction3 out of 5 Connectivity3 out of 5],13.0,14.0,1275.0,791.0,1016.0,0,0,0,0,0,0,0,0,2,4,1,1,0,1,0,1,1,10,1,1,4,0,1,1,127,,,,3.0,4.0,4.0,4.0,3.0
122,122,122,Flat,sector 109,ats tourmaline,1.75,2150.0,8140.0,Super Built up area 2150(199.74 sq.m.),3,4,3+,2nd   of 27 Floors,Relatively New,[Green Area4.5 out of 5 Construction4.5 out of 5 Management5 out of 5 Amenities4.5 out of 5 Connectivity4.5 out of 5],2.0,27.0,2150.0,,1946.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,,,,4.5,5.0,4.5,4.5,4.5
123,123,123,Flat,sector 82,mapsko casa bella,1.38,2535.0,5444.0,Super Built up area 2535(235.51 sq.m.),4,5,3+,20th   of 25 Floors,Relatively New,[Green Area4.5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity4 out of 5],20.0,25.0,2535.0,,2294.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,,,,4.0,4.0,4.0,4.5,4.0
124,124,124,house,sector 2,independent,6.0,2430.0,24691.0,Plot area 270(225.75 sq.m.),5,6,3+,3.0,Old Property,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety4 out of 5],,,,,,1,0,0,1,1,0,0,0,7,12,2,0,0,0,0,1,0,19,8,1,7,10,0,2,43,4.0,5.0,5.0,5.0,,,,
125,125,125,Flat,sector 86,ansal heights 86,0.78,1360.0,5735.0,Super Built up area 1360(126.35 sq.m.),2,2,1,8th   of 14 Floors,New Property,[Safety4.5 out of 5 Lifestyle5 out of 5 Environment5 out of 5 Connectivity4.5 out of 5],8.0,14.0,1360.0,,1231.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,4.5,5.0,5.0,4.5,,,,
