Unnamed: 0.1,Unnamed: 0,index,property_type,sector,society,price,area,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,agePossession,rating,floor_Num,total_floors,super_built_up_area,carpet_area,Built_up_area,study room,servant room,store room,pooja room,others,TV,Bed,Microwave,Geyser,Fan,Chimney,Water Purifier,Dining Table,Sofa,Fridge,Modular Kitchen,Stove,Light,Curtains,Exhaust Fan,Wardrobe,AC,Washing Machine,furnishing_type,luxury_score,Safety,Lifestyle,Environment,Connectivity,Management,Amenities,Green_area,Construction
3334,3334,3334,house,sector 46,independent,3.6,1449.0,24845.0,Plot area 161(134.62 sq.m.),5,5,3+,3.0,Moderately Old,[Environment4 out of 5 Safety4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5],,,,,,0,1,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,50,0,1,5,0,0,2,75,4.0,4.0,4.0,5.0,,,,
3335,3335,3335,Flat,sector 68,m3m the marina,1.0,800.0,12500.0,Carpet area: 800 (74.32 sq.m.),2,2,3,21st   of 29 Floors,Relatively New,[Green Area4 out of 5 Amenities4 out of 5 Management4 out of 5 Construction4 out of 5 Connectivity4 out of 5],21.0,29.0,,800.0,889.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,,,,4.0,4.0,4.0,4.0,4.0
3336,3336,3336,Flat,manesar,hsiidc sidco aravali,0.86,2588.0,3323.0,Super Built up area 2588(240.43 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1877 sq.ft. (174.38 sq.m.),3,3,3+,3rd   of 9 Floors,Moderately Old,[Environment5 out of 5 Lifestyle4.5 out of 5 Connectivity4 out of 5 Safety4.5 out of 5],3.0,9.0,2588.0,1877.0,1900.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,4.5,4.5,5.0,4.0,,,,
3337,3337,3337,house,sector 4,grover homes sec 4,4.75,5067.0,9374.0,Plot area 563(470.74 sq.m.),5,5,1,1.0,Old Property,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety5 out of 5],,,,,,1,1,0,1,0,0,0,0,4,9,1,0,0,0,0,1,0,21,0,1,16,5,0,2,35,5.0,5.0,5.0,5.0,,,,
3338,3338,3338,Flat,sector 108,raheja vedas,2.15,5201.0,4134.0,Super Built up area 5200(483.1 sq.m.)Built Up area: 4600 sq.ft. (427.35 sq.m.)Carpet area: 4000 sq.ft. (371.61 sq.m.),3,4,3+,12nd   of 14 Floors,Relatively New,[Environment4 out of 5 Lifestyle4.5 out of 5 Connectivity4.5 out of 5 Safety4.5 out of 5],12.0,14.0,5200.0,4000.0,4600.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.5,4.0,4.5,,,,
3339,3339,3339,Flat,sector 103,chintamani,1.57,1845.0,8509.0,Built Up area: 1845 (171.41 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,3,1st   of 1 Floors,undefined,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],1.0,1.0,,1350.0,1845.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4.0,4.0,4.0,4.0,,,,
3340,3340,3340,Flat,sector 33,eldeco accolade,1.2,1492.0,8043.0,Built Up area: 1492 (138.61 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2,2,2,Ground of 15 Floors,undefined,[Green Area5 out of 5 Amenities5 out of 5 Management4 out of 5 Construction4.5 out of 5 Connectivity3.5 out of 5],0.0,15.0,,849.0,1492.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,,,,3.5,4.0,5.0,5.0,4.5
3341,3341,3341,house,sector 26,dlf city phase 1,4.5,1350.0,33333.0,Plot area 150(125.42 sq.m.),3,3,2,2.0,Moderately Old,,,,,,,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,20,0,0,0,0,0,0,70,,,,,,,,
3342,3342,3342,Flat,manesar,denso haryana housing society,0.9,2089.0,4308.0,Carpet area: 2089 (194.07 sq.m.),3,3,3+,5th   of 10 Floors,Moderately Old,[Environment4 out of 5 Lifestyle3.5 out of 5 Connectivity4 out of 5 Safety4 out of 5],5.0,10.0,,2089.0,2321.0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,4.0,3.5,4.0,4.0,,,,
3343,3343,3343,Flat,gwal pahari,paras quartier,7.5,5350.0,14019.0,Super Built up area 5350(497.03 sq.m.),4,4,3+,20th   of 43 Floors,New Property,,20.0,43.0,5350.0,,4842.0,0,1,0,1,1,0,0,1,1,3,1,0,0,0,0,1,1,10,5,0,4,7,0,2,49,,,,,,,,
3344,3344,3344,Flat,sector 92,sare crescent parc royal greens phase 1,1.0,2693.0,3713.0,Super Built up area 2020(187.66 sq.m.),4,4,3,15th   of 23 Floors,New Property,[Environment5 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety3 out of 5],15.0,23.0,2020.0,,1828.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3.0,4.0,5.0,4.0,,,,
3345,3345,3345,Flat,sector 50,unitech harmony,2.6,2711.0,9591.0,Super Built up area 2711(251.86 sq.m.)Built Up area: 2700 sq.ft. (250.84 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,4,2,15th   of 19 Floors,Relatively New,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety5 out of 5],15.0,19.0,2711.0,2200.0,2700.0,0,1,0,0,1,0,0,0,4,7,1,0,0,0,0,1,1,15,3,1,3,4,0,2,174,5.0,5.0,5.0,5.0,,,,
3346,3346,3346,house,sector 70a,bptp astaire gardens,6.5,2332.0,27873.0,Plot area 299(250 sq.m.),4,4,3+,2.0,New Property,[Environment5 out of 5 Safety4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5],,,,,,1,1,0,1,0,0,0,0,5,9,1,0,0,0,0,1,1,18,1,0,5,8,0,2,160,4.0,4.0,5.0,4.0,,,,
3347,3347,3347,house,sector 7,independent,1.2,1072.0,11194.0,Built Up area: 1072 (99.59 sq.m.),5,4,2,3.0,undefined,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],,,,,1072.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,,,,
3348,3348,3348,house,sector 25,dlf city plots phase 2,6.5,1935.0,33592.0,Plot area 215(179.77 sq.m.),9,9,3+,3.0,Old Property,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety5 out of 5],,,,,,1,1,1,1,0,0,0,0,9,24,0,0,0,0,0,0,0,48,0,1,9,0,0,2,142,5.0,5.0,5.0,5.0,,,,
3349,3349,3349,house,sector 70a,bptp visionnaire,5.25,2610.0,20115.0,Plot area 290(242.48 sq.m.),5,4,3+,3.0,New Property,[Environment5 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],,,,,,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,2,49,4.0,4.0,5.0,4.0,,,,
3350,3350,3350,Flat,sector 59,conscient elevate,4.25,2295.0,18519.0,Super Built up area 2295(213.21 sq.m.),3,4,3,3rd   of 31 Floors,Under Construction,,3.0,31.0,2295.0,,2077.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
3351,3351,3351,Flat,sector 90,dlf regal gardens,1.13,1700.0,6647.0,Super Built up area 1730(160.72 sq.m.),3,3,3+,8th   of 30 Floors,Relatively New,[Green Area5 out of 5 Construction4.5 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity4 out of 5],8.0,30.0,1730.0,,1566.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,72,,,,4.0,4.0,5.0,5.0,4.5
3352,3352,3352,Flat,sector 112,experion windchants,3.65,3194.0,11428.0,Built Up area: 2800 (260.13 sq.m.),3,5,2,3rd   of 28 Floors,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity3 out of 5],3.0,28.0,,,2800.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,72,,,,3.0,5.0,5.0,5.0,5.0
3353,3353,3353,Flat,sector 104,puri emerald bay,1.5,1550.0,9677.0,Super Built up area 1550(144 sq.m.),2,2,2,7th   of 28 Floors,Under Construction,[Management5 out of 5 Green Area5 out of 5 Construction5 out of 5 Amenities5 out of 5 Connectivity4 out of 5],7.0,28.0,1550.0,,1403.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,,,,4.0,5.0,5.0,5.0,5.0
3354,3354,3354,Flat,sector 81,bestech park view grand spa,2.25,2660.0,8459.0,Super Built up area 2660(247.12 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3,4,3+,8th   of 20 Floors,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity5 out of 5],8.0,20.0,2660.0,2100.0,2300.0,1,1,1,0,0,0,0,0,4,9,1,0,0,0,0,1,0,14,1,1,5,6,0,2,122,,,,5.0,5.0,5.0,5.0,5.0
3355,3355,3355,Flat,sector 85,ss the leaf,1.25,1741.0,7180.0,Carpet area: 1741 (161.74 sq.m.),2,2,2,16th   of 26 Floors,Relatively New,[Green Area4.5 out of 5 Construction4.5 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity4.5 out of 5],16.0,26.0,,1741.0,1934.0,0,0,0,0,0,0,0,0,3,6,1,0,0,0,0,1,0,22,0,1,2,3,0,2,49,,,,4.5,4.0,4.0,4.5,4.5
3356,3356,3356,Flat,sector 85,ss the leaf,2.0,2408.0,8306.0,Super Built up area 2408(223.71 sq.m.),3,4,3,8th   of 26 Floors,Relatively New,[Green Area4.5 out of 5 Construction4.5 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity4.5 out of 5],8.0,26.0,2408.0,,2179.0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,5,0,0,3,5,0,0,21,,,,4.5,4.0,4.0,4.5,4.5
3357,3357,3357,Flat,sector 111,kashish manor one,1.65,2325.0,7097.0,Super Built up area 2325(216 sq.m.),3,4,3+,14th   of 15 Floors,Under Construction,,14.0,15.0,2325.0,,2104.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,,
3358,3358,3358,Flat,sector 2,bestech park view residency,0.56,655.0,8550.0,Carpet area: 650 (60.39 sq.m.),1,1,2,7th   of 8 Floors,Moderately Old,[Green Area5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity4 out of 5],7.0,8.0,,650.0,722.0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,92,,,,4.0,4.0,5.0,5.0,4.0
3359,3359,3359,house,sector 13,independent,9.0,8100.0,11111.0,Plot area 900(83.61 sq.m.),10,5,3+,4.0,Old Property,[Environment3 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety4 out of 5],,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4.0,4.0,3.0,5.0,,,,
3360,3360,3360,Flat,sector 99a,pareena laxmi apartments,0.32,553.0,5787.0,Super Built up area 553(51.38 sq.m.)Carpet area: 453.5 sq.ft. (42.13 sq.m.),2,2,2,11st   of 12 Floors,New Property,[Management4 out of 5 Green Area4.5 out of 5 Construction4 out of 5 Amenities3.5 out of 5 Connectivity3 out of 5],11.0,12.0,553.0,453.5,502.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,,,,3.0,4.0,3.5,4.5,4.0
3361,3361,3361,Flat,sector 107,m3m woodshire,0.9,1366.0,6589.0,Super Built up area 1366(126.91 sq.m.),2,2,3+,14th   of 14 Floors,New Property,[Green Area4.5 out of 5 Amenities5 out of 5 Management4.5 out of 5 Construction5 out of 5 Connectivity4 out of 5],14.0,14.0,1366.0,,1236.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,,,,4.0,4.5,5.0,4.5,5.0
3362,3362,3362,Flat,sector 81,vipul lavanya,1.28,1784.0,7175.0,Carpet area: 1784 (165.74 sq.m.),3,3,3,1st   of 14 Floors,Moderately Old,[Green Area5 out of 5 Construction4.5 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity4.5 out of 5],1.0,14.0,,1784.0,1982.0,0,1,0,1,0,0,1,0,2,7,1,0,0,0,0,1,0,12,1,1,3,0,0,2,49,,,,4.5,4.0,4.0,5.0,4.5
3363,3363,3363,Flat,sector 36a,krisumi waterfall residences,4.1,2645.0,15501.0,Carpet area: 2538 (235.79 sq.m.),3,4,3,30th   of 34 Floors,undefined,,30.0,34.0,,2538.0,2820.0,1,0,0,0,0,0,3,1,4,4,1,1,1,1,1,1,1,10,1,1,4,0,1,1,49,,,,,,,,
3364,3364,3364,Flat,sector 74,m3m skywalk,1.47,1342.0,10954.0,Super Built up area 1415(131.46 sq.m.),2,2,3,26th   of 30 Floors,New Property,,26.0,30.0,1415.0,,1281.0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,1,0,3,0,2,31,,,,,,,,
3365,3365,3365,house,sector 48,vipul world,3.35,6000.0,5583.0,Built Up area: 6000 (557.42 sq.m.),6,5,3+,3.0,undefined,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety4 out of 5],,,,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53,4.0,4.0,4.0,5.0,,,,
3366,3366,3366,house,sector 2,independent,0.7,900.0,7778.0,Built Up area: 900 (83.61 sq.m.),1,1,0,1.0,undefined,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],,,,,900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,,,,
3367,3367,3367,Flat,sector 103,indiabulls centrum park,1.34,1790.0,7486.0,Super Built up area 1790(166.3 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,3+,13rd   of 18 Floors,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity3 out of 5],13.0,18.0,1790.0,1350.0,1560.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,,,,3.0,4.0,4.0,5.0,4.0
3368,3368,3368,Flat,sector 77,emaar palm heights,2.25,2000.0,11250.0,Super Built up area 2000(185.81 sq.m.),3,3,3,22nd   of 24 Floors,New Property,[Environment5 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],22.0,24.0,2000.0,,1810.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,5,0,2,42,4.0,4.0,5.0,4.0,,,,
3369,3369,3369,Flat,sector 56,the lions cghs,2.1,2400.0,8750.0,Super Built up area 2400(222.97 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,4,3+,8th   of 9 Floors,Old Property,[Environment4 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety4 out of 5],8.0,9.0,2400.0,2000.0,2200.0,0,0,0,0,1,0,0,0,2,8,1,0,0,0,0,0,0,10,0,1,4,0,0,2,166,4.0,5.0,4.0,5.0,,,,
3370,3370,3370,Flat,sector 37d,signature global city 37d ph 2,1.1,1350.0,8148.0,Carpet area: 1350 (125.42 sq.m.),3,3,1,2nd   of 3 Floors,undefined,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],2.0,3.0,,1350.0,1500.0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,1,0,7,0,0,0,2,0,0,30,4.0,4.0,4.0,4.0,,,,
3371,3371,3371,Flat,sector 85,godrej air,1.83,1829.0,10005.0,Carpet area: 1829 (169.92 sq.m.),3,3,3+,18th   of 32 Floors,undefined,[Environment5 out of 5 Safety4.5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5],18.0,32.0,,1829.0,2032.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,110,4.5,5.0,5.0,5.0,,,,
3372,3372,3372,Flat,sector 49,orchid petals,2.23,2033.0,10969.0,Super Built up area 2033(188.87 sq.m.),3,3,3,14th   of 14 Floors,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management4 out of 5 Amenities4.5 out of 5 Connectivity4 out of 5],14.0,14.0,2033.0,,1840.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,,,,4.0,4.0,4.5,5.0,5.0
3373,3373,3373,Flat,sector 52,friends apartment,2.0,2350.0,8511.0,Super Built up area 2350(218.32 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),4,3,3,5th   of 12 Floors,Moderately Old,[Environment4 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety4 out of 5],5.0,12.0,2350.0,1850.0,2091.0,0,1,0,0,0,1,0,1,3,5,0,1,1,1,1,1,1,10,0,1,5,3,1,1,111,4.0,5.0,4.0,5.0,,,,
3374,3374,3374,house,sector 25,independent,6.5,1800.0,36111.0,Plot area 200(167.23 sq.m.),4,4,3+,2.0,Moderately Old,[Environment5 out of 5 Safety5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5],,,,,,1,1,1,1,0,0,0,0,0,4,1,0,0,0,0,0,0,6,0,1,0,2,0,0,61,5.0,5.0,5.0,5.0,,,,
3375,3375,3375,house,sector 105,independent,0.5,900.0,5556.0,Built Up area: 100 (9.29 sq.m.),2,2,0,1.0,undefined,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],,,,,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,,,,
3376,3376,3376,Flat,sector 95,saan verdante,2.0,1965.0,10178.0,Super Built up area 1965(182.55 sq.m.)Carpet area: 1935 sq.ft. (179.77 sq.m.),3,4,3+,5th   of 24 Floors,New Property,[Environment4 out of 5 Lifestyle4.5 out of 5 Connectivity4 out of 5 Safety4.5 out of 5],5.0,24.0,1965.0,1935.0,1964.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4.5,4.5,4.0,4.0,,,,
3377,3377,3377,house,sector 2,independent,3.0,1557.0,19268.0,Plot area 173(144.65 sq.m.),6,4,3+,3.0,Old Property,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety4 out of 5],,,,,,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,1,0,15,0,1,6,0,0,2,28,4.0,5.0,5.0,5.0,,,,
3378,3378,3378,Flat,sector 70a,bptp astaire gardens,0.97,1473.0,6585.0,Super Built up area 1480(137.5 sq.m.),3,3,3+,1st   of 3 Floors,Relatively New,[Green Area4 out of 5 Construction5 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity5 out of 5],1.0,3.0,1480.0,,1339.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,,,,5.0,4.0,4.0,4.0,5.0
3380,3380,3380,house,sector 43,landmark house,2.75,1080.0,25463.0,Plot area 120(100.34 sq.m.),3,3,1,2.0,Moderately Old,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety4 out of 5],,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4.0,4.0,4.0,5.0,,,,
3381,3381,3381,Flat,sector 104,ats triumph,2.65,3150.0,8413.0,Super Built up area 3150(292.64 sq.m.),4,4,3+,10th   of 27 Floors,Relatively New,[Green Area4 out of 5 Construction5 out of 5 Management5 out of 5 Amenities4.5 out of 5 Connectivity5 out of 5],10.0,27.0,3150.0,,2851.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,,,,5.0,5.0,4.5,4.0,5.0
3382,3382,3382,Flat,sector 33,godrej nature plus,1.2,1000.0,12000.0,Carpet area: 1000 (92.9 sq.m.),2,2,3+,3rd   of 22 Floors,undefined,,3.0,22.0,,1000.0,1111.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,,,,,,,,
3383,3383,3383,Flat,sector 67,ireo victory valley,3.05,1875.0,16267.0,Super Built up area 2385(221.57 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 1875 sq.ft. (174.19 sq.m.),3,4,2,35th   of 51 Floors,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management4.5 out of 5 Amenities4 out of 5 Connectivity5 out of 5],35.0,51.0,2385.0,1875.0,2200.0,1,1,0,0,0,0,0,0,5,9,1,1,0,0,0,1,0,15,0,1,3,4,0,2,165,,,,5.0,4.5,4.0,5.0,4.0
3384,3384,3384,Flat,sector 106,paras dews,1.15,1550.0,7419.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,3,11st   of 24 Floors,Relatively New,,11.0,24.0,1760.0,1550.0,1650.0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,5,0,1,0,4,0,2,174,,,,,,,,
3385,3385,3385,Flat,sector 79,"godrej 101, sector 79",1.25,1383.0,9038.0,Built Up area: 1383 (128.48 sq.m.),2,2,3,1st   of 16 Floors,undefined,[Environment4 out of 5 Lifestyle3 out of 5 Connectivity4 out of 5 Safety4 out of 5],1.0,16.0,,,1383.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4.0,3.0,4.0,4.0,,,,
3386,3386,3386,Flat,sector 109,ats tourmaline,1.45,2150.0,6744.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 1797 sq.ft. (166.95 sq.m.)Carpet area: 1660 sq.ft. (154.22 sq.m.),3,4,3+,4th   of 27 Floors,Relatively New,[Green Area4.5 out of 5 Construction4.5 out of 5 Management5 out of 5 Amenities4.5 out of 5 Connectivity4.5 out of 5],4.0,27.0,2150.0,1660.0,1797.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,71,,,,4.5,5.0,4.5,4.5,4.5
3387,3387,3387,house,sector 63,signature global city 63a,1.5,2385.0,6289.0,Built Up area: 2385 (221.57 sq.m.),3,3,2,1.0,New Property,,,,,,2385.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,
3388,3388,3388,Flat,sector 102,conscient heritage max,1.82,1942.0,9372.0,Super Built up area 1942(180.42 sq.m.),3,4,3+,15th   of 25 Floors,Moderately Old,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity4.5 out of 5],15.0,25.0,1942.0,,1757.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,125,,,,4.5,5.0,5.0,5.0,5.0
3389,3389,3389,Flat,sector 69,tulip violet,1.42,1578.0,8999.0,Super Built up area 1578(146.6 sq.m.),3,3,2,8th   of 14 Floors,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity4.5 out of 5],8.0,14.0,1578.0,,1428.0,0,0,0,1,0,0,0,0,3,7,1,0,0,0,0,1,0,10,0,1,3,3,0,2,94,,,,4.5,5.0,5.0,5.0,4.0
3390,3390,3390,house,sector 43,independent,8.5,2700.0,31481.0,Plot area 300(250.84 sq.m.),5,5,3,3.0,Moderately Old,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety5 out of 5],,,,,,0,1,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,30,0,1,5,0,0,2,113,5.0,5.0,5.0,5.0,,,,
3391,3391,3391,Flat,sector 103,signature global grand iva,0.3,362.0,8287.0,Carpet area: 361.88 (33.62 sq.m.),1,2,2,5th   of 14 Floors,New Property,[Green Area5 out of 5 Construction5 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity4 out of 5],5.0,14.0,,361.88,402.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,,,,4.0,4.0,5.0,5.0,5.0
3392,3392,3392,house,sector 28,independent,1.45,1812.0,8002.0,Built Up area: 1800 (167.23 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),3,2,1,1.0,Relatively New,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety3 out of 5],,,,900.0,1800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,4.0,5.0,,,,
3393,3393,3393,Flat,sector 86,ansal heights 86,1.3,2786.0,4666.0,Super Built up area 2786(258.83 sq.m.),4,6,2,11st   of 14 Floors,New Property,[Connectivity4.5 out of 5 Lifestyle5 out of 5 Safety4.5 out of 5 Environment5 out of 5],11.0,14.0,2786.0,,2521.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,4.5,5.0,5.0,4.5,,,,
3394,3394,3394,Flat,sector 68,supertech hues,0.9,1180.0,7627.0,Carpet area: 1180 (109.63 sq.m.),2,2,2,1st   of 35 Floors,New Property,[Environment4 out of 5 Safety5 out of 5 Lifestyle4 out of 5 Connectivity3 out of 5],1.0,35.0,,1180.0,1311.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,5.0,4.0,4.0,3.0,,,,
3395,3395,3395,house,sector 24,independent,3.5,1080.0,32407.0,Plot area 120(100.34 sq.m.),5,4,3,3.0,Old Property,[Environment4 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety4 out of 5],,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4.0,5.0,4.0,5.0,,,,
3396,3396,3396,Flat,sector 106,paras dews,1.28,1760.0,7273.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3,4,3+,24th   of 24 Floors,Relatively New,,24.0,24.0,1760.0,1130.0,1186.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,49,,,,,,,,
3397,3397,3397,Flat,sector 104,ats triumph,2.6,3150.0,8254.0,Super Built up area 3150(292.64 sq.m.),4,4,3+,12nd   of 27 Floors,Relatively New,[Green Area4 out of 5 Construction5 out of 5 Management5 out of 5 Amenities4.5 out of 5 Connectivity5 out of 5],12.0,27.0,3150.0,,2851.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,,,,5.0,5.0,4.5,4.0,5.0
